"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"45","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Too many people have no choice but to reconfigure their lives around a loved one’s disability.","https://www.nytimes.com/2019/10/25/opinion/health-care-old-age-disability.html","Too many people have no choice but to reconfigure their lives around a loved one’s disability.","When I was 12, my mother’s 32-year-old sister Emily experienced a berry-aneurysm rupture, which caused a stroke. One day she had a headache that she said felt like being hit with a two-by-four. She went on with life, and then collapsed the next week. ","SR","10","The New York Times","2019-10-25T19:17:03+0000","article","OpEd","Opinion","Op-Ed","nyt://article/f83229d5-1656-5e20-a180-f6ee8cd86ffc",978,"nyt://article/f83229d5-1656-5e20-a180-f6ee8cd86ffc","Sunday Review","My Family Cared for My Sick Aunt. Who’s Caring for Us?",NA,NA,"Who’s Caring for the Caregivers?",NA,NA,NA,"By Lorene Cary",NA,2273,40,33,NA
"46","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A little neighborly conversation can go a long, long way.","https://www.nytimes.com/2019/06/08/style/helping-senior-citizens.html","A little neighborly conversation can go a long, long way.","On a sunny Sunday afternoon, I was practicing golf with my daughters in the front yard when we saw an older man slowly making his way out of his house, two doors down, and over to us. I heard the screen door clang behind him and watched as the small, hunched figure plodded from his doorway down the steps to the sidewalk, clutching the guardrail, and then in our direction.","ST","2","The New York Times","2019-06-08T10:00:02+0000","article","Styles","Style","News","nyt://article/42fe825a-a415-519f-96e4-5d88c82bc710",1355,"nyt://article/42fe825a-a415-519f-96e4-5d88c82bc710",NA,"Youths! Go Listen to Your Elders!","first person",NA,"Listen to Your Elders: It’s Important",NA,NA,NA,"By Spencer Morgan",NA,2273,40,33,NA
"47","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The men and women who went to work and war during World War II were backed by a care economy. We need one too.","https://www.nytimes.com/2021/04/16/opinion/care-economy-infrastructure-rosie-the-riveter.html","The men and women who went to work and war during World War II were backed by a care economy. We need one too.","I have spent the past two weeks reading about the infrastructure debate with mounting rage. When a reporter asked me recently why I felt so strongly, I sputtered, groping for the words. Ultimately, however, the answer is simple. Insisting that there is actually a fixed definition of what infrastructure is — bridges, but not baby care — perfectly encapsulates the ways in which the world is still shaped by men. Not just conservative men, but men across the political spectrum. Men today, that is: Three-quarters of a century ago, the Greatest Generation recognized that both forms of infrastructure were essential to the war effort.","A","21","The New York Times","2021-04-16T09:00:08+0000","article","OpEd","Opinion","Op-Ed","nyt://article/b5c4e7c3-2b91-56c6-8be1-ee3967f2c86d",1189,"nyt://article/b5c4e7c3-2b91-56c6-8be1-ee3967f2c86d",NA,"Rosie Could Be a Riveter Only Because of a Care Economy. Where Is Ours?",NA,NA,"Child Care Is Every Bit as Essential as Bridges",NA,NA,NA,"By Anne-Marie Slaughter",NA,2273,40,33,NA
"48","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Staffing shortages have long plagued the home care industry. But the pandemic has intensified the problem.","https://www.nytimes.com/2021/07/24/health/coronavirus-elderly-home-care.html","Staffing shortages have long plagued the home care industry. But the pandemic has intensified the problem.","Almost daily, Terry Driscoll drives 40 minutes from her home in Yarmouth Port, Mass., to see her husband, Ken, in his memory care facility.","D","7","The New York Times","2021-07-24T09:00:14+0000","article","Science","Health","News","nyt://article/141c57cb-10cd-53c8-ac66-8a96a65f80f9",1241,"nyt://article/141c57cb-10cd-53c8-ac66-8a96a65f80f9",NA,"For Older Adults, Home Care Has Become Harder to Find","The New Old Age",NA,"Home Care Aides Are in Short Supply",NA,NA,NA,"By Paula Span",NA,2273,40,33,NA
"49","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Country life poses tough challenges for residents determined to “age in place.”","https://www.nytimes.com/2016/04/12/health/alone-on-the-range-seniors-often-lack-access-to-health-care.html","Country life poses tough challenges for residents determined to “age in place.”","What’s it like to grow old in rural America?","D","5","The New York Times","2016-04-08T18:46:09+0000","article","Science","Health","News","nyt://article/de25a50a-a2b3-5601-8967-43b1b4595651",1183,"nyt://article/de25a50a-a2b3-5601-8967-43b1b4595651",NA,"Alone on the Range, Seniors Often Lack Access to Health Care"," The New Old Age",NA,"Alone on the Range, Lacking Health Care",NA,NA,NA,"By Paula Span",NA,2273,40,33,NA
"50","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Family caregivers contribute billions’ worth of free labor to the economy each year. They need relief.","https://www.nytimes.com/2021/08/12/opinion/caretakers-elderly-home-health-aides.html","Family caregivers contribute billions’ worth of free labor to the economy each year. They need relief.","When you are old and gray and full of sleep and nodding by the fire — whom do you expect to help take care of you? Family? Friends? Paid aides? All of the above?","A","18","The New York Times","2021-08-13T00:06:05+0000","article","Editorial","Opinion","Op-Ed","nyt://article/18e9c485-4e2c-5a03-97ab-7e52ec0c80ad",990,"nyt://article/18e9c485-4e2c-5a03-97ab-7e52ec0c80ad",NA,"Who Will Take Care of America’s Caregivers?","michelle cottle",NA,"Who Will Care for Our Caregivers?",NA,NA,NA,"By Michelle Cottle",NA,2273,40,33,NA
"51","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","“I hoped my six elders wouldn’t give me stuff to write about: wouldn’t fall or get sick or worse, all the things that make for riveting copy. No news was good news.”","https://www.nytimes.com/2016/05/19/insider/attached-when-reporting-and-caring-are-intertwined.html","“I hoped my six elders wouldn’t give me stuff to write about: wouldn’t fall or get sick or worse, all the things that make for riveting copy. No news was good news.”","Times Insider shares insights into how we work at The New York Times. In this article, John Leland, a Metro reporter, examines how spending 12 months with his subjects eroded his objectivity, in a good way.",NA,NA,"The New York Times","2016-05-19T11:04:43+0000","article","Insider","Times Insider","News","nyt://article/d520613a-5f9e-5e57-897d-fc923f946580",931,"nyt://article/d520613a-5f9e-5e57-897d-fc923f946580",NA,"Attached: When Reporting and Caring Are Intertwined",NA,NA,NA,NA,NA,NA,"By John Leland",NA,2273,50,28,NA
"52","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The virus has killed American Indians at especially high rates, robbing tribes of precious bonds and repositories of language and tradition.","https://www.nytimes.com/2021/01/12/us/tribal-elders-native-americans-coronavirus.html","The virus has killed American Indians at especially high rates, robbing tribes of precious bonds and repositories of language and tradition.","To hear more audio stories from publishers like The New York Times, download Audm for iPhone or Android.","A","6","The New York Times","2021-01-12T10:00:27+0000","article","National","U.S.","News","nyt://article/214a6bbf-9456-528b-b372-69cf77fb335c",1578,"nyt://article/214a6bbf-9456-528b-b372-69cf77fb335c",NA,"Tribal Elders Are Dying From the Pandemic, Causing a Cultural Crisis for American Indians",NA,NA,"Cultural Crisis for American Indians as Elders Die",NA,NA,NA,"By Jack Healy and Victor J. Blue",NA,2273,50,28,NA
"53","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Ai-jen Poo on the economic potential of a public investment in child care, elder care and paid family leave.","https://www.nytimes.com/2021/12/07/opinion/ezra-klein-podcast-ai-jen-poo.html","Ai-jen Poo on the economic potential of a public investment in child care, elder care and paid family leave.","Every day in the United States, more than 10,000 babies are born and 10,000 people turn 65. But America doesn’t have anything close to a comprehensive family policy. That means no guaranteed paid family leave, no universal child care or preschool and a patchwork system of elder and disability care that leaves millions without support.",NA,NA,"The New York Times","2021-12-07T10:00:20+0000","article","OpEd","Opinion","Op-Ed","nyt://article/48deb3f3-9f42-55b7-af25-57be1995cffe",548,"nyt://article/48deb3f3-9f42-55b7-af25-57be1995cffe",NA,"Every 8 Seconds, an American Turns 65. How Do We Care for Everyone?",NA,NA,NA,NA,NA,NA,"By ‘The Ezra Klein Show'","The Ezra Klein Show'",2273,50,28,NA
"54","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The role that daughters play in health care has received little attention. Now experts are sounding the alarm about the toll it takes on women.","https://www.nytimes.com/2017/05/11/well/family/health-care-daughters-know-all-about-it.html","The role that daughters play in health care has received little attention. Now experts are sounding the alarm about the toll it takes on women.","As Washington debates the relative merits of health care legislation, many families have already come up with what is arguably the most reliable form of care in America: It’s called daughter care.","D","4","The New York Times","2017-05-11T15:47:58+0000","article","Science","Well","News","nyt://article/b1986cae-5302-5102-bfc6-075daf28b0d8",1078,"nyt://article/b1986cae-5302-5102-bfc6-075daf28b0d8","Family","Health Care? Daughters Know All About It",NA,NA,"The Daughter Care System",NA,NA,NA,"By Roni Caryn Rabin",NA,2273,50,28,NA
"55","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Interest in long-term care insurance has waned, even as the conversation about how to take care of an aging population grows.","https://www.nytimes.com/2016/03/27/your-money/investing-for-your-future-health.html","Interest in long-term care insurance has waned, even as the conversation about how to take care of an aging population grows.","Ken Dychtwald, who is 65 and is the chief executive officer of Age Wave, a consulting and research company focused on aging, decided in his 50s that he and his wife should buy long-term care insurance so they wouldn’t be a burden on each other or their children if they became ill or disabled.","F","6","The New York Times","2016-03-25T15:11:58+0000","article","Business","Your Money","News","nyt://article/a0abc817-1892-5c9f-b256-4fbefd660cc0",1197,"nyt://article/a0abc817-1892-5c9f-b256-4fbefd660cc0",NA,"Investing for Your Future Health Care","Special Section",NA,"Investing in Future Care",NA,NA,NA,"By Alina Tugend",NA,2273,50,28,NA
"56","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Pen pal programs have sprouted up around the world as schools and senior centers try to keep older adults connected and children occupied.","https://www.nytimes.com/2020/04/10/us/coronavirus-seniors-pen-pals.html","Pen pal programs have sprouted up around the world as schools and senior centers try to keep older adults connected and children occupied.","Mike Boggs found himself staring out the window at his assisted living center in Sioux City, Iowa, wondering when the coronavirus pandemic would end and when he would be able to safely go outside again.",NA,NA,"The New York Times","2020-04-10T15:44:01+0000","article","Express","U.S.","News","nyt://article/42105671-694a-50c6-ac18-a8c22543435c",1011,"nyt://article/42105671-694a-50c6-ac18-a8c22543435c",NA,"To Battle Isolation, Elders and Children Connect as Pen Pals",NA,NA,NA,NA,NA,NA,"By Mihir Zaveri",NA,2273,50,28,NA
"57","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As friends lose touch or die, older people can forge new bonds. Those relationships appear critical to physical and psychological health.","https://www.nytimes.com/2016/12/30/health/loneliness-elderly.html","As friends lose touch or die, older people can forge new bonds. Those relationships appear critical to physical and psychological health.","The circle shrinks. As the years pass, older people attend too many funerals. Friendships that sustained them for decades lapse when companions and confidants retire or move away or grow ill.","D","5","The New York Times","2016-12-30T10:00:25+0000","article","Science","Health","News","nyt://article/2163fc0b-596e-57ad-ae11-7e0b8c33ce3c",1151,"nyt://article/2163fc0b-596e-57ad-ae11-7e0b8c33ce3c",NA,"Loneliness Can Be Deadly for Elders; Friends Are the Antidote"," The New Old Age",NA,"Goodbyes Hurt. Hellos Are the Antidote.",NA,NA,NA,"By Paula Span",NA,2273,50,28,NA
"58","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Even with vaccines, many older people and their relatives are weighing how to manage at-home care for those who can no longer live independently.","https://www.nytimes.com/2021/05/06/health/covid-nursing-homes.html","Even with vaccines, many older people and their relatives are weighing how to manage at-home care for those who can no longer live independently.","At 86, Diane Nixon, living in an apartment at the back of a daughter’s house, no longer drives and has trouble getting around.","A","4","The New York Times","2021-05-06T14:44:10+0000","article","Science","Health","News","nyt://article/00015289-da9d-5aab-8c12-5c0cd1c60c59",1528,"nyt://article/00015289-da9d-5aab-8c12-5c0cd1c60c59",NA,"Covid Forces Families to Rethink Nursing Home Care",NA,NA,"Rethinking Nursing Home Care, Even With Vaccines",NA,NA,NA,"By Reed Abelson",NA,2273,50,28,NA
"59","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Leaving a mark of love.","https://www.nytimes.com/interactive/2021/04/02/multimedia/black-healing-care.html","Leaving a mark of love.","Leaving a mark of love.",NA,NA,"The New York Times","2021-04-02T21:29:07+0000","multimedia","Multimedia/Photos","Multimedia/Photos","Interactive Feature","nyt://interactive/326c227c-a455-561b-8429-c1379089aa68",0,"nyt://interactive/326c227c-a455-561b-8429-c1379089aa68",NA,"Four Studies of Black Healing: Care",NA,NA,NA,NA,NA,NA,"By Elliott Jerome Brown Jr",NA,2273,50,28,NA
"60","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Even before the coronavirus swept through care facilities, many were struggling with thin profit margins. Now they could be wiped out.","https://www.nytimes.com/2020/04/21/business/coronavirus-nursing-home-finances.html","Even before the coronavirus swept through care facilities, many were struggling with thin profit margins. Now they could be wiped out.","Even before they became deadly petri dishes for the worst pandemic in generations, many nursing homes were struggling to stay afloat and provide quality care.","B","1","The New York Times","2020-04-21T07:15:08+0000","article","Business","Business Day","News","nyt://article/672ed196-c7bf-511b-80d2-7f798a24da27",1291,"nyt://article/672ed196-c7bf-511b-80d2-7f798a24da27",NA,"Pandemic’s Costs Stagger the Nursing Home Industry",NA,NA,"Crisis Pushes Elder Homes To the Brink",NA,NA,NA,"By Matthew Goldstein, Robert Gebeloff and Jessica Silver-Greenberg",NA,2273,50,28,NA
"61","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Daisy Dunn’s “The Shadow of Vesuvius” is a lively dual biography of the polymath Pliny the Elder and his nephew (and adopted son), Pliny the Younger.","https://www.nytimes.com/2019/12/10/books/review/the-shadow-of-vesuvius-a-life-of-pliny-daisy-dunn.html","Daisy Dunn’s “The Shadow of Vesuvius” is a lively dual biography of the polymath Pliny the Elder and his nephew (and adopted son), Pliny the Younger.","THE SHADOW OF VESUVIUS","BR","20","The New York Times","2019-12-10T10:00:08+0000","article","BookReview","Books","Review","nyt://article/8cd2a256-194a-5277-ac42-10321a6d27f3",1233,"nyt://article/8cd2a256-194a-5277-ac42-10321a6d27f3","Book Review","They Were the Renaissance Men of Roman Antiquity","NonFiction",NA,"The Elder and the Younger",NA,NA,NA,"By Charles McGrath",NA,2273,60,100,NA
"62","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","While it is far preferable for retirees to remain at home as they age, the choices and costs can be daunting.","https://www.nytimes.com/2015/10/24/your-money/learning-the-unfamiliar-language-of-home-care.html","While it is far preferable for retirees to remain at home as they age, the choices and costs can be daunting.","GIVEN the tens of millions of people in retirement or about to enter it, it’s surprising how few plan for something most of them will eventually need: help doing basic tasks at home. But perhaps it is not so surprising: It’s like learning a difficult new language late in life.","B","4","The New York Times","2015-10-23T15:06:27+0000","article","Business","Your Money","News","nyt://article/6b504a80-f126-50ff-809b-501ea881ab1c",1327,"nyt://article/6b504a80-f126-50ff-809b-501ea881ab1c",NA,"Learning the Unfamiliar Language of Home Care","Retiring",NA,"The Unfamiliar Language of Home Care",NA,NA,NA,"By John F. Wasik",NA,2273,60,100,NA
"63","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Senate Democrats hope to pass the budget blueprint by the end of the week. It would boost spending on health care, child and elder care, education and climate change, while bypassing an expected Republican filibuster.","https://www.nytimes.com/video/us/politics/100000007913205/budget-blueprint-democrats.html","Senate Democrats hope to pass the budget blueprint by the end of the week. It would boost spending on health care, child and elder care, education and climate change, while bypassing an expected Republican filibuster.","Senate Democrats hope to pass the budget blueprint by the end of the week. It would boost spending on health care, child and elder care, education and climate change, while bypassing an expected Republican filibuster.",NA,NA,"AP","2021-08-09T19:54:45+0000","multimedia","","U.S.","Video","nyt://video/c655267d-8f3e-5359-9ce7-fd7a054abde3",0,"nyt://video/c655267d-8f3e-5359-9ce7-fd7a054abde3","Politics","‘Big, Bold Change’: Democrats Unveil $3.5 Trillion Budget Blueprint",NA,NA,NA,NA,NA,NA,"By The Associated Press","The Associated Press",2273,60,100,NA
"64","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The for-profit industry is not providing adequate care for the vulnerable. ","https://www.nytimes.com/2022/04/14/opinion/nursing-homes-crisis.html","The for-profit industry is not providing adequate care for the vulnerable. ","",NA,NA,"The New York Times","2022-04-14T19:00:07+0000","article","OpEd","Opinion","Op-Ed","nyt://article/5f37beaf-41a5-5ce9-980e-c9bdec1e809a",1477,"nyt://article/5f37beaf-41a5-5ce9-980e-c9bdec1e809a",NA,"Nursing Homes Are in Crisis. We Can’t Look Away Any Longer.","jay caspian kang",NA,NA,NA,NA,NA,"By Jay Caspian Kang",NA,2273,60,100,NA
"65","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Nasty people do terrible things in this wildly entertaining Netflix caper about guardianship fraud.","https://www.nytimes.com/2021/02/18/movies/i-care-a-lot-review.html","Nasty people do terrible things in this wildly entertaining Netflix caper about guardianship fraud.","Bookended by towering stilettos and a guillotine-blade bob, Marla Grayson (Rosamund Pike) strides through “I Care a Lot” with the icy confidence of the inveterate fraud. Her racket is guardianship: identifying powerless retirees, having them falsely declared mentally incompetent and herself appointed their legal conservator.","C","5","The New York Times","2021-02-18T12:00:04+0000","article","Weekend","Movies","Review","nyt://article/eacf409c-1919-5df3-973f-a9c77d0dbe2f",283,"nyt://article/eacf409c-1919-5df3-973f-a9c77d0dbe2f",NA,"‘I Care a Lot’ Review: The Art of the Steal","Critic’s Pick",NA,"I Care a Lot",NA,NA,NA,"By Jeannette Catsoulis",NA,2273,60,100,NA
"66","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A recent report suggests that society’s reliance on a volunteer army of family helpers — largely taken for granted — is unsustainable.","https://www.nytimes.com/2017/01/19/upshot/who-will-care-for-the-caregivers.html","A recent report suggests that society’s reliance on a volunteer army of family helpers — largely taken for granted — is unsustainable.","I should have put his socks back on.","A","3","The New York Times","2017-01-19T12:00:25+0000","article","Upshot","The Upshot","News","nyt://article/580e5e79-b306-56ed-a9ea-55c5ad99897d",1219,"nyt://article/580e5e79-b306-56ed-a9ea-55c5ad99897d",NA,"Who Will Care for the Caregivers?","Short-Handed",NA,"Ways to Lighten the Toll of Taking Care of Ailing Relatives",NA,NA,NA,"By Dhruv Khullar",NA,2273,60,100,NA
"67","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The pandemic taught us that when you take care of yourself, you’re also taking care of your family, friends and community. The 7-Day Well Challenge will show you how to focus on self-care in 2021.","https://www.nytimes.com/2021/01/06/well/live/why-self-care-isnt-selfish.html","The pandemic taught us that when you take care of yourself, you’re also taking care of your family, friends and community. The 7-Day Well Challenge will show you how to focus on self-care in 2021.","What’s the most important lesson of pandemic life? I would argue that it’s this: Self-care isn’t selfish.",NA,NA,"The New York Times","2021-01-06T10:00:09+0000","article","Well","Well","News","nyt://article/7db3e20e-b35d-5e18-be71-f01a6d9f1784",1086,"nyt://article/7db3e20e-b35d-5e18-be71-f01a6d9f1784","Live","Why Self-Care Isn’t Selfish","Well Challenge Day 4",NA,NA,NA,NA,NA,"By Tara Parker-Pope",NA,2273,60,100,NA
"68","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The coronavirus and Brazil’s far-right president, Jair Bolsonaro, are jeopardizing the survival of Indigenous peoples and the future of the next human generation.","https://www.nytimes.com/2021/04/02/opinion/international-world/juma-people-brazil-amazon.html","The coronavirus and Brazil’s far-right president, Jair Bolsonaro, are jeopardizing the survival of Indigenous peoples and the future of the next human generation.","On Feb. 17, Aruká Juma, the last surviving man of the Juma people in the Brazilian Amazon, died of Covid-19 in a hospital in Pôrto Velho, the capital of Rondônia State, in northern Brazil. Mr. Juma, who was born in the 1930s in a jungle village on the Açuã River roughly 450 miles from the Amazonas State capital, Manaus, represented his community and their world. He was like the giant trees of the Amazon, and he fell.","A","19","The New York Times","2021-04-02T19:00:10+0000","article","OpEd","Opinion","Op-Ed","nyt://article/8e141290-a71d-51ba-8bb3-ce6748535387",1349,"nyt://article/8e141290-a71d-51ba-8bb3-ce6748535387","Opinion | The World","The Death of the Last Juma Elder in the Amazon",NA,NA,"Covid-19 Killed the Last Juma Elder in the Amazon",NA,NA,NA,"By Eliane Brum",NA,2273,60,100,NA
"69","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In his address to Congress, the president promised to reduce the cost of day care. But his plan has skeptics on the right and left.","https://www.nytimes.com/2017/03/02/us/politics/trump-child-care-gop.html","In his address to Congress, the president promised to reduce the cost of day care. But his plan has skeptics on the right and left.","In his address to Congress Tuesday evening, President Trump leaned on some of his standard crowd pleasers: immigration, jobs, terrorism.","A","13","The New York Times","2017-03-02T16:20:12+0000","article","National","U.S.","News","nyt://article/39c03bca-1b93-5124-a2e3-56ced8e64016",1304,"nyt://article/39c03bca-1b93-5124-a2e3-56ced8e64016","Politics","President Trump, an Unlikely Champion of Affordable Child Care",NA,NA,"An Unlikely Champion of Affordable Child Care",NA,NA,NA,"By Dana Goldstein",NA,2273,60,100,NA
"70","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A plan for higher home care wages under consideration in New York State could offer a model for how we can care for older people.","https://www.nytimes.com/2022/03/30/opinion/home-care-aides-industry.html","A plan for higher home care wages under consideration in New York State could offer a model for how we can care for older people.","Loretta Copeland, an 81-year-old who lives in Harlem, uses a wheelchair and depends on an aide to help her with daily tasks like cooking and bathing. But New York’s home care labor shortage, currently the worst in the nation, has made it hard for her to get help. While she understands why people won’t work for such low wages, she is afraid she will end up in a nursing home.","A","21","The New York Times","2022-03-30T22:00:07+0000","article","OpEd","Opinion","Op-Ed","nyt://article/3c57ddd1-c799-59a1-9c33-8497cd402580",902,"nyt://article/3c57ddd1-c799-59a1-9c33-8497cd402580",NA,"Many of Us Want to Age at Home. But That Option Is Fading Fast.","Guest Essay",NA,"Home Care Workers Deserve a Living Wage",NA,NA,NA,"By Ai-jen Poo and Ilana Berger",NA,2273,60,100,NA
"71","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","“Tha Carter V” lets Lil Wayne reassert his strengths and “YSIV” shows Logic is finding effective ways to insert himself into the traditions he admires.","https://www.nytimes.com/2018/10/03/arts/music/lil-wayne-tha-carter-v-logic-ysiv-review.html","“Tha Carter V” lets Lil Wayne reassert his strengths and “YSIV” shows Logic is finding effective ways to insert himself into the traditions he admires.","In the four or so years since Lil Wayne’s “Tha Carter V” was first intended for release, hip-hop — which was for a time gleefully remaking itself in Lil Wayne’s image — found new tributaries, new role models. For some, Drake is the paterfamilias, with his pan-regional pastiche pop-rap. For others, it’s Future and Young Thug — themselves children of Lil Wayne — and their distended wails. And for others still, it’s J. Cole, a modern moralist reinvigorating the modes of two decades ago.","C","2","The New York Times","2018-10-03T17:13:20+0000","article","Culture","Arts","Review","nyt://article/969a0f16-1ccc-5c59-b677-ec24e287a587",1372,"nyt://article/969a0f16-1ccc-5c59-b677-ec24e287a587","Music","Lil Wayne Becomes an Elder, While Logic Grows Up","Album Review",NA,"Still Named Like a Kid, but Now an Elder",NA,NA,NA,"By Jon Caramanica",NA,2273,70,42,NA
"72","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A home-care worker who believed in the dignity of helping sick, elderly and disabled people, Ms. Miller became a respected union leader","https://www.nytimes.com/2019/03/17/obituaries/helen-miller-dead.html","A home-care worker who believed in the dignity of helping sick, elderly and disabled people, Ms. Miller became a respected union leader","Helen Miller, who took care of the sick and the elderly for nearly 40 years in Chicago while championing her fellow home care workers, fighting for greater pay and benefits as a union leader and speaking eloquently about the dignity of their work, died on March 5 in Louisville, Miss., where she was born. She was 82.","A","20","The New York Times","2019-03-17T15:45:12+0000","article","Obits","Obituaries","Obituary (Obit)","nyt://article/ed1869ab-b2f9-58c2-9fbd-cc810697822c",828,"nyt://article/ed1869ab-b2f9-58c2-9fbd-cc810697822c",NA,"Helen Miller, 82, Labor Champion of Home-Care Workers, Dies",NA,NA,"Helen Miller, 82, Champion Of Home-Care Workers",NA,NA,NA,"By Richard Sandomir",NA,2273,70,42,NA
"73","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","My siblings and I joined the ranks of the 15 million or so unpaid and untrained family caregivers for older adults in the United States. ","https://www.nytimes.com/2018/09/19/well/live/when-family-members-care-for-aging-parents.html","My siblings and I joined the ranks of the 15 million or so unpaid and untrained family caregivers for older adults in the United States. ","I hadn’t realized how quickly my father’s mind was fading until one morning a few years ago when he asked me why he was taking only six medications per day. “What will I take on the seventh day?” he wanted to know.",NA,NA,"The New York Times","2018-09-19T09:00:01+0000","article","Well","Well","News","nyt://article/63164306-9364-58fb-af1c-f89871cde03e",784,"nyt://article/63164306-9364-58fb-af1c-f89871cde03e","Live","When Family Members Care for Aging Parents",NA,NA,NA,NA,NA,NA,"By Sandeep Jauhar",NA,2273,70,42,NA
"74","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As legal experts and ethicists debate, some companies aren’t waiting.","https://www.nytimes.com/2021/03/05/health/coronavirus-vaccination-elder-facilities.html","As legal experts and ethicists debate, some companies aren’t waiting.","For much of the winter, Meryl Gordon worried about the people caring for her 95-year-old mother, who was rehabbing in a Manhattan nursing home after surgery for a broken hip.","D","7","The New York Times","2021-03-05T10:00:16+0000","article","Science","Health","News","nyt://article/d993a01c-3b0d-5ac8-a65f-b46b86e03303",1315,"nyt://article/d993a01c-3b0d-5ac8-a65f-b46b86e03303",NA,"Can Long-Term Care Employers Require Staff Members to Be Vaccinated?","The New Old Age",NA,"Caring for Older Adults May Entail Vaccinations",NA,NA,NA,"By Paula Span",NA,2273,70,42,NA
"75","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Health care researchers argue that hospice facilities could better serve some terminal patients, and ease the burden on exhausted loved ones.","https://www.nytimes.com/2022/03/26/health/hospice-death-care.html","Health care researchers argue that hospice facilities could better serve some terminal patients, and ease the burden on exhausted loved ones.","Where do people most want to be when they die? At home, they tell researchers — in familiar surroundings, in comfort, with the people they love.","D","3","The New York Times","2022-03-26T09:00:15+0000","article","Science","Health","News","nyt://article/68df02e3-34c7-51b8-b0e9-3f01ffa97600",1297,"nyt://article/68df02e3-34c7-51b8-b0e9-3f01ffa97600",NA,"In Difficult Cases, ‘Families Cannot Manage Death at Home’","The New Old Age",NA,"A Case for Better Access to Hospice Care",NA,NA,NA,"By Paula Span",NA,2273,70,42,NA
"76","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Occupations in the industry are increasingly in demand because of an aging population and longer life spans.","https://www.nytimes.com/2021/04/14/health/health-care-jobs.html","Occupations in the industry are increasingly in demand because of an aging population and longer life spans.","This article is part of our new series on the Future of Health Care, which examines changes in the medical field.","B","3","The New York Times","2021-04-14T09:00:20+0000","article","Business","Health","News","nyt://article/1b0c165e-4fe6-5579-8898-7139e60b8943",1397,"nyt://article/1b0c165e-4fe6-5579-8898-7139e60b8943",NA,"5 Health Care Jobs on the Rise",NA,NA,"Spurred by an Aging Population, Health Care Jobs Are Rising",NA,NA,NA,"By Kerry Hannon",NA,2273,70,42,NA
